kode,cmg,tipe,nomor,keparahan,deskripsi,regional,kelas_rs,kepemilikan,rawat,tarif_kelas3,tarif_kelas2,tarif_kelas1
K-1-20-I,K,1,20,I,PROSEDUR INTESTINAL KOMPLEKS (RINGAN),1,D,PEMERINTAH,INAP,8053100,9381900,10710700
K-1-20-II,K,1,20,II,PROSEDUR INTESTINAL KOMPLEKS (SEDANG),1,D,PEMERINTAH,INAP,11248400,13104400,14960400
K-1-20-III,K,1,20,III,PROSEDUR INTESTINAL KOMPLEKS (BERAT),1,D,PEMERINTAH,INAP,16423900,19133800,21843800
K-1-30-I,K,1,30,I,"PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (RINGAN)",1,D,PEMERINTAH,INAP,5568800,6487700,7406500
K-1-30-II,K,1,30,II,"PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (SEDANG)",1,D,PEMERINTAH,INAP,8458200,9853800,11249500
K-1-30-III,K,1,30,III,"PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (BERAT)",1,D,PEMERINTAH,INAP,11638600,13559000,15479400
K-1-40-I,K,1,40,I,PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,5314000,6190800,7067600
I-4-22-III,I,4,22,III,KARDIOMIOPATHI (BERAT),1,D,PEMERINTAH,INAP,4242500,4942500,5642500
I-4-23-I,I,4,23,I,"MALFUNGSI, REAKSI DAN KOMPLIKASI DARI ALAT ATAU PROSEDUR KARDIOVASKULER (RINGAN)",1,D,PEMERINTAH,INAP,2552300,2973400,3394500
I-4-23-II,I,4,23,II,"MALFUNGSI, REAKSI DAN KOMPLIKASI DARI ALAT ATAU PROSEDUR KARDIOVASKULER (SEDANG)",1,D,PEMERINTAH,INAP,3596800,4190200,4783700
I-4-23-III,I,4,23,III,"MALFUNGSI, REAKSI DAN KOMPLIKASI DARI ALAT ATAU PROSEDUR KARDIOVASKULER (BERAT)",1,D,PEMERINTAH,INAP,5487800,6393300,7298800
I-4-24-I,I,4,24,I,GANGGUAN SISTEM PEMBULUH DARAH LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,2054900,2394000,2733100
I-4-24-II,I,4,24,II,GANGGUAN SISTEM PEMBULUH DARAH LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,4731900,5512600,6293400
I-4-24-III,I,4,24,III,GANGGUAN SISTEM PEMBULUH DARAH LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,5982500,6969600,7956800
J-1-01-I,J,1,1,I,VENTILASI MEKANIKAL LONG TERM DENGAN TRAKEOSTOMI (RINGAN),1,D,PEMERINTAH,INAP,37071500,43188300,49305100
J-1-01-II,J,1,1,II,VENTILASI MEKANIKAL LONG TERM DENGAN TRAKEOSTOMI (SEDANG),1,D,PEMERINTAH,INAP,41953300,48875600,55797900
J-1-01-III,J,1,1,III,VENTILASI MEKANIKAL LONG TERM DENGAN TRAKEOSTOMI (BERAT),1,D,PEMERINTAH,INAP,47462400,55293600,63124900
J-1-02-I,J,1,2,I,VENTILASI MEKANIKAL LONG TERM TANPA TRAKEOSTOMI (RINGAN),1,D,PEMERINTAH,INAP,19672500,22918500,26164500
J-1-02-II,J,1,2,II,VENTILASI MEKANIKAL LONG TERM TANPA TRAKEOSTOMI (SEDANG),1,D,PEMERINTAH,INAP,27392000,31911600,36431300
J-1-02-III,J,1,2,III,VENTILASI MEKANIKAL LONG TERM TANPA TRAKEOSTOMI (BERAT),1,D,PEMERINTAH,INAP,45233400,52696900,60160500
J-1-20-I,J,1,20,I,PROSEDUR SISTEM PERNAFASAN NON-KOMPLEKS (RINGAN),1,D,PEMERINTAH,INAP,7191800,8378500,9565100
J-1-20-II,J,1,20,II,PROSEDUR SISTEM PERNAFASAN NON-KOMPLEKS (SEDANG),1,D,PEMERINTAH,INAP,9113000,10616600,12120300
J-1-20-III,J,1,20,III,PROSEDUR SISTEM PERNAFASAN NON-KOMPLEKS (BERAT),1,D,PEMERINTAH,INAP,20623500,24026400,27429300
J-1-30-I,J,1,30,I,PROSEDUR SISTEM PERNAFASAN KOMPLEKS (RINGAN),1,D,PEMERINTAH,INAP,5557200,6474200,7391100
J-1-30-II,J,1,30,II,PROSEDUR SISTEM PERNAFASAN KOMPLEKS (SEDANG),1,D,PEMERINTAH,INAP,9031200,10521300,12011500
J-1-30-III,J,1,30,III,PROSEDUR SISTEM PERNAFASAN KOMPLEKS (BERAT),1,D,PEMERINTAH,INAP,20072400,23384300,26696300
J-4-10-I,J,4,10,I,KISTA FIBROSIS (RINGAN),1,D,PEMERINTAH,INAP,2938700,3423600,3908500
J-4-10-II,J,4,10,II,KISTA FIBROSIS (SEDANG),1,D,PEMERINTAH,INAP,4240300,4939900,5639600
J-4-10-III,J,4,10,III,KISTA FIBROSIS (BERAT),1,D,PEMERINTAH,INAP,6364600,7414700,8464900
J-4-11-I,J,4,11,I,KEGAGALAN PERNAFASAN (RINGAN),1,D,PEMERINTAH,INAP,2069500,2411000,2752400
J-4-11-II,J,4,11,II,KEGAGALAN PERNAFASAN (SEDANG),1,D,PEMERINTAH,INAP,2986100,3478800,3971600
J-4-11-III,J,4,11,III,KEGAGALAN PERNAFASAN (BERAT),1,D,PEMERINTAH,INAP,3637900,4238200,4838400
J-4-12-I,J,4,12,I,EMBOLI PARU (RINGAN),1,D,PEMERINTAH,INAP,3158400,3679600,4200700
J-4-12-II,J,4,12,II,EMBOLI PARU (SEDANG),1,D,PEMERINTAH,INAP,3846300,4481000,5115600
J-4-12-III,J,4,12,III,EMBOLI PARU (BERAT),1,D,PEMERINTAH,INAP,5400700,6291800,7182900
J-4-13-I,J,4,13,I,TRAUMA DADA (RINGAN),1,D,PEMERINTAH,INAP,2730600,3181100,3631700
J-4-13-II,J,4,13,II,TRAUMA DADA (SEDANG),1,D,PEMERINTAH,INAP,3830400,4462400,5094500
J-4-13-III,J,4,13,III,TRAUMA DADA (BERAT),1,D,PEMERINTAH,INAP,7105900,8278400,9450900
J-4-14-I,J,4,14,I,TUMOR PARU (RINGAN),1,D,PEMERINTAH,INAP,3010500,3507200,4003900
J-4-14-II,J,4,14,II,TUMOR PARU (SEDANG),1,D,PEMERINTAH,INAP,4898900,5707200,6515500
J-4-14-III,J,4,14,III,TUMOR PARU (BERAT),1,D,PEMERINTAH,INAP,5795900,6752200,7708500
J-4-15-I,J,4,15,I,PERADANGAN DAN INFEKSI PERNAFASAN (RINGAN),1,D,PEMERINTAH,INAP,3999800,4659700,5319700
J-4-15-II,J,4,15,II,PERADANGAN DAN INFEKSI PERNAFASAN (SEDANG),1,D,PEMERINTAH,INAP,4778600,5567000,6355500
J-4-15-III,J,4,15,III,PERADANGAN DAN INFEKSI PERNAFASAN (BERAT),1,D,PEMERINTAH,INAP,6429100,7489900,8550700
J-4-16-I,J,4,16,I,SIMPLE PNEUMONIA & WHOOPING COUGH (RINGAN),1,D,PEMERINTAH,INAP,3332600,3882500,4432400
J-4-16-II,J,4,16,II,SIMPLE PNEUMONIA & WHOOPING COUGH (SEDANG),1,D,PEMERINTAH,INAP,4683200,5455900,6228700
J-4-16-III,J,4,16,III,SIMPLE PNEUMONIA & WHOOPING COUGH (BERAT),1,D,PEMERINTAH,INAP,5921200,6898200,7875200
J-4-17-I,J,4,17,I,PENYAKIT PARU OBSTRUKTIF KRONIS (RINGAN),1,D,PEMERINTAH,INAP,2767100,3223600,3680200
J-4-17-II,J,4,17,II,PENYAKIT PARU OBSTRUKTIF KRONIS (SEDANG),1,D,PEMERINTAH,INAP,3012500,3509500,4006500
J-4-17-III,J,4,17,III,PENYAKIT PARU OBSTRUKTIF KRONIS (BERAT),1,D,PEMERINTAH,INAP,3953200,4605500,5257700
J-4-18-I,J,4,18,I,ASTHMA & BRONKIOLITIS (RINGAN),1,D,PEMERINTAH,INAP,2053100,2391800,2730600
J-4-18-II,J,4,18,II,ASTHMA & BRONKIOLITIS (SEDANG),1,D,PEMERINTAH,INAP,2823800,3289700,3755700
J-4-18-III,J,4,18,III,ASTHMA & BRONKIOLITIS (BERAT),1,D,PEMERINTAH,INAP,2972400,3462800,3953300
J-4-19-I,J,4,19,I,PENYAKIT PARU INTERSTITIAL (RINGAN),1,D,PEMERINTAH,INAP,3543200,4127800,4712500
J-4-19-II,J,4,19,II,PENYAKIT PARU INTERSTITIAL (SEDANG),1,D,PEMERINTAH,INAP,4018200,4681200,5344200
J-4-19-III,J,4,19,III,PENYAKIT PARU INTERSTITIAL (BERAT),1,D,PEMERINTAH,INAP,4438100,5170400,5902600
J-4-20-I,J,4,20,I,PLEURAL EFUSI DAN PNEUMOTORAK (RINGAN),1,D,PEMERINTAH,INAP,3516500,4096700,4676900
J-4-20-II,J,4,20,II,PLEURAL EFUSI DAN PNEUMOTORAK (SEDANG),1,D,PEMERINTAH,INAP,4872000,5675900,6479700
J-4-20-III,J,4,20,III,PLEURAL EFUSI DAN PNEUMOTORAK (BERAT),1,D,PEMERINTAH,INAP,5711500,6653900,7596300
J-4-21-I,J,4,21,I,"GEJALA, TANDA DAN DIAGNOSIS SISTEM PERNAFASAN LAIN-LAIN (RINGAN)",1,D,PEMERINTAH,INAP,2661000,3100100,3539200
J-4-21-II,J,4,21,II,"GEJALA, TANDA DAN DIAGNOSIS SISTEM PERNAFASAN LAIN-LAIN (SEDANG)",1,D,PEMERINTAH,INAP,4286800,4994100,5701500
J-4-21-III,J,4,21,III,"GEJALA, TANDA DAN DIAGNOSIS SISTEM PERNAFASAN LAIN-LAIN (BERAT)",1,D,PEMERINTAH,INAP,5981900,6968900,7956000
K-1-10-I,K,1,10,I,PROSEDUR NON KOMPLEKS USUS HALUS & USUS BESAR (RINGAN),1,D,PEMERINTAH,INAP,5787900,6742900,7697900
K-1-10-II,K,1,10,II,PROSEDUR NON KOMPLEKS USUS HALUS & USUS BESAR (SEDANG),1,D,PEMERINTAH,INAP,7525300,8766900,10008600
K-1-10-III,K,1,10,III,PROSEDUR NON KOMPLEKS USUS HALUS & USUS BESAR (BERAT),1,D,PEMERINTAH,INAP,8725400,10165000,11604700
K-1-11-I,K,1,11,I,ADHESIOLISIS PERITONEAL (RINGAN),1,D,PEMERINTAH,INAP,5576800,6497000,7417200
K-1-11-II,K,1,11,II,ADHESIOLISIS PERITONEAL (SEDANG),1,D,PEMERINTAH,INAP,7321600,8529700,9737800
K-1-11-III,K,1,11,III,ADHESIOLISIS PERITONEAL (BERAT),1,D,PEMERINTAH,INAP,10405600,12122600,13839500
K-1-12-I,K,1,12,I,PROSEDUR HERNIA TIDAK TERMASUK INGUINAL & FEMORAL (RINGAN),1,D,PEMERINTAH,INAP,3892600,4534900,5177200
K-1-12-II,K,1,12,II,PROSEDUR HERNIA TIDAK TERMASUK INGUINAL & FEMORAL (SEDANG),1,D,PEMERINTAH,INAP,4052600,4721300,5390000
K-1-12-III,K,1,12,III,PROSEDUR HERNIA TIDAK TERMASUK INGUINAL & FEMORAL (BERAT),1,D,PEMERINTAH,INAP,6368100,7418800,8469600
K-1-13-I,K,1,13,I,PROSEDUR APPENDIK (RINGAN),1,D,PEMERINTAH,INAP,3075400,3582800,4090200
K-1-13-II,K,1,13,II,PROSEDUR APPENDIK (SEDANG),1,D,PEMERINTAH,INAP,3129300,3645600,4161900
K-1-13-III,K,1,13,III,PROSEDUR APPENDIK (BERAT),1,D,PEMERINTAH,INAP,3383000,3941100,4499300
K-1-14-I,K,1,14,I,PROSEDUR HERNIA INGUINAL DAN FEMORAL (RINGAN),1,D,PEMERINTAH,INAP,4159000,4845200,5531500
K-1-14-II,K,1,14,II,PROSEDUR HERNIA INGUINAL DAN FEMORAL (SEDANG),1,D,PEMERINTAH,INAP,4874300,5678500,6482800
K-1-14-III,K,1,14,III,PROSEDUR HERNIA INGUINAL DAN FEMORAL (BERAT),1,D,PEMERINTAH,INAP,7658100,8921700,10185300
K-1-20-I,K,1,20,I,PROSEDUR INTESTINAL KOMPLEKS (RINGAN),1,D,PEMERINTAH,INAP,8053100,9381900,10710700
K-1-20-II,K,1,20,II,PROSEDUR INTESTINAL KOMPLEKS (SEDANG),1,D,PEMERINTAH,INAP,11248400,13104400,14960400
K-1-20-III,K,1,20,III,PROSEDUR INTESTINAL KOMPLEKS (BERAT),1,D,PEMERINTAH,INAP,16423900,19133800,21843800
K-1-30-I,K,1,30,I,"PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (RINGAN)",1,D,PEMERINTAH,INAP,5568800,6487700,7406500
K-1-30-II,K,1,30,II,"PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (SEDANG)",1,D,PEMERINTAH,INAP,8458200,9853800,11249500
K-1-30-III,K,1,30,III,"PROSEDUR DUODENUM, ESOFAGUS & LAMBUNG NON KOMPLEKS (BERAT)",1,D,PEMERINTAH,INAP,11638600,13559000,15479400
K-1-40-I,K,1,40,I,PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,5314000,6190800,7067600
K-1-40-II,K,1,40,II,PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,5858800,6825500,7792200
K-1-40-III,K,1,40,III,PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,9928600,11566800,13205000
K-1-50-I,K,1,50,I,PROSEDUR ANAL (RINGAN),1,D,PEMERINTAH,INAP,4872500,5676500,6480400
K-1-50-II,K,1,50,II,PROSEDUR ANAL (SEDANG),1,D,PEMERINTAH,INAP,5800200,6757200,7714200
K-1-50-III,K,1,50,III,PROSEDUR ANAL (BERAT),1,D,PEMERINTAH,INAP,7451600,8681100,9910500
K-4-10-I,K,4,10,I,TUMOR PENCERNAAN (RINGAN),1,D,PEMERINTAH,INAP,3352100,3905200,4458300
K-4-10-II,K,4,10,II,TUMOR PENCERNAAN (SEDANG),1,D,PEMERINTAH,INAP,4816400,5611100,6405900
K-4-10-III,K,4,10,III,TUMOR PENCERNAAN (BERAT),1,D,PEMERINTAH,INAP,7342400,8553900,9765400
K-4-11-I,K,4,11,I,GASTRITIS & ULKUS PEPTIKUM (RINGAN),1,D,PEMERINTAH,INAP,2139600,2492600,2845700
K-4-11-II,K,4,11,II,GASTRITIS & ULKUS PEPTIKUM (SEDANG),1,D,PEMERINTAH,INAP,3040400,3542100,4043800
K-4-11-III,K,4,11,III,GASTRITIS & ULKUS PEPTIKUM (BERAT),1,D,PEMERINTAH,INAP,3648500,4250500,4852600
K-4-12-I,K,4,12,I,GANGGUAN ESOFAGUS (RINGAN),1,D,PEMERINTAH,INAP,2720200,3169100,3617900
K-4-12-II,K,4,12,II,GANGGUAN ESOFAGUS (SEDANG),1,D,PEMERINTAH,INAP,3250800,3787200,4323600
K-4-12-III,K,4,12,III,GANGGUAN ESOFAGUS (BERAT),1,D,PEMERINTAH,INAP,4486300,5226500,5966700
K-4-13-I,K,4,13,I,"DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (RINGAN)",1,D,PEMERINTAH,INAP,2940900,3426200,3911400
K-4-13-II,K,4,13,II,"DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (SEDANG)",1,D,PEMERINTAH,INAP,4243400,4943600,5643700
K-4-13-III,K,4,13,III,"DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (BERAT)",1,D,PEMERINTAH,INAP,5926000,6903700,7881500
K-4-14-I,K,4,14,I,GANGGUAN PEMBULUH DARAH GASTROINTERTINAL (RINGAN),1,D,PEMERINTAH,INAP,1722200,2006400,2290600
K-4-14-II,K,4,14,II,GANGGUAN PEMBULUH DARAH GASTROINTERTINAL (SEDANG),1,D,PEMERINTAH,INAP,2311800,2693200,3074700
K-4-14-III,K,4,14,III,GANGGUAN PEMBULUH DARAH GASTROINTERTINAL (BERAT),1,D,PEMERINTAH,INAP,3709500,4321500,4933600
K-4-15-I,K,4,15,I,OBSTRUKSI SALURAN GASTROINTESTINAL (RINGAN),1,D,PEMERINTAH,INAP,1897000,2210000,2523000
K-4-15-II,K,4,15,II,OBSTRUKSI SALURAN GASTROINTESTINAL (SEDANG),1,D,PEMERINTAH,INAP,3042400,3544400,4046400
K-4-15-III,K,4,15,III,OBSTRUKSI SALURAN GASTROINTESTINAL (BERAT),1,D,PEMERINTAH,INAP,3718700,4332200,4945800
K-4-16-I,K,4,16,I,INFEKSI-INFEKSI GASTROINTESTINAL (RINGAN),1,D,PEMERINTAH,INAP,2514700,2929600,3344500
K-4-16-II,K,4,16,II,INFEKSI-INFEKSI GASTROINTESTINAL (SEDANG),1,D,PEMERINTAH,INAP,3015500,3513000,4010600
K-4-16-III,K,4,16,III,INFEKSI-INFEKSI GASTROINTESTINAL (BERAT),1,D,PEMERINTAH,INAP,4114900,4793900,5472800
K-4-17-I,K,4,17,I,NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,1227400,1429900,1632400
K-4-17-II,K,4,17,II,NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,1801300,2098500,2395600
K-4-17-III,K,4,17,III,NYERI ABDOMEN & GASTROENTERITIS LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,2044900,2382300,2719700
K-4-18-I,K,4,18,I,GANGGUAN SISTEM PENCERNAAN LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,1141300,1329600,1517900
K-4-18-II,K,4,18,II,GANGGUAN SISTEM PENCERNAAN LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,1621600,1889200,2156800
K-4-18-III,K,4,18,III,GANGGUAN SISTEM PENCERNAAN LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,1946000,2267100,2588200
L-1-20-I,L,1,20,I,PEMINDAHAN KULIT PADA LUKA BAKAR (RINGAN),1,D,PEMERINTAH,INAP,12839800,14958300,17076900
L-1-20-II,L,1,20,II,PEMINDAHAN KULIT PADA LUKA BAKAR (SEDANG),1,D,PEMERINTAH,INAP,19437900,22645100,25852300
L-1-20-III,L,1,20,III,PEMINDAHAN KULIT PADA LUKA BAKAR (BERAT),1,D,PEMERINTAH,INAP,29815800,34735400,39655100
L-1-30-I,L,1,30,I,PEMINDAHAN KULIT TANPA LUKA BAKAR (RINGAN),1,D,PEMERINTAH,INAP,6058600,7058200,8057900
L-1-30-II,L,1,30,II,PEMINDAHAN KULIT TANPA LUKA BAKAR (SEDANG),1,D,PEMERINTAH,INAP,10991800,12805400,14619000
L-1-30-III,L,1,30,III,PEMINDAHAN KULIT TANPA LUKA BAKAR (BERAT),1,D,PEMERINTAH,INAP,14413400,16791600,19169800
L-1-40-I,L,1,40,I,"PROSEDUR PADA KULIT, JARINGAN) BAWAH KULIT (RINGAN)",1,D,PEMERINTAH,INAP,3700600,4311200,4921700
L-1-40-II,L,1,40,II,"PROSEDUR PADA KULIT, JARINGAN) BAWAH KULIT (SEDANG)",1,D,PEMERINTAH,INAP,5852500,6818200,7783800
L-1-40-III,L,1,40,III,"PROSEDUR PADA KULIT, JARINGAN) BAWAH KULIT (BERAT)",1,D,PEMERINTAH,INAP,9612300,11198300,12784300
L-1-50-I,L,1,50,I,PROSEDUR PADA PAYUDARA (RINGAN),1,D,PEMERINTAH,INAP,4457000,5192400,5927800
L-1-50-II,L,1,50,II,PROSEDUR PADA PAYUDARA (SEDANG),1,D,PEMERINTAH,INAP,7173000,8356500,9540100
L-1-50-III,L,1,50,III,PROSEDUR PADA PAYUDARA (BERAT),1,D,PEMERINTAH,INAP,9234200,10757800,12281500
L-4-10-I,L,4,10,I,PENYAKIT KULIT MAYOR (RINGAN),1,D,PEMERINTAH,INAP,1383100,1611300,1839500
L-4-10-II,L,4,10,II,PENYAKIT KULIT MAYOR (SEDANG),1,D,PEMERINTAH,INAP,1719700,2003400,2287200
L-4-10-III,L,4,10,III,PENYAKIT KULIT MAYOR (BERAT),1,D,PEMERINTAH,INAP,1969700,2294600,2619600
L-4-11-I,L,4,11,I,TUMOR PAYUDARA (RINGAN),1,D,PEMERINTAH,INAP,2455100,2860200,3265200
L-4-11-II,L,4,11,II,TUMOR PAYUDARA (SEDANG),1,D,PEMERINTAH,INAP,3362600,3917400,4472200
L-4-11-III,L,4,11,III,TUMOR PAYUDARA (BERAT),1,D,PEMERINTAH,INAP,7624900,8883100,10141200
L-4-12-I,L,4,12,I,PERADANGAN KULIT/CELLULITIS (RINGAN),1,D,PEMERINTAH,INAP,1391200,1620800,1850300
L-4-12-II,L,4,12,II,PERADANGAN KULIT/CELLULITIS (SEDANG),1,D,PEMERINTAH,INAP,1840100,2143700,2447300
L-4-12-III,L,4,12,III,PERADANGAN KULIT/CELLULITIS (BERAT),1,D,PEMERINTAH,INAP,4867500,5670700,6473800
L-4-13-I,L,4,13,I,"TRAUMA PADA KULIT, JA(RINGAN) BAWAH KULIT DAN PAYUDARA (RINGAN)",1,D,PEMERINTAH,INAP,2266700,2640700,3014700
L-4-13-II,L,4,13,II,"TRAUMA PADA KULIT, JA(RINGAN) BAWAH KULIT DAN PAYUDARA (SEDANG)",1,D,PEMERINTAH,INAP,2664000,3103500,3543100
L-4-13-III,L,4,13,III,"TRAUMA PADA KULIT, JA(RINGAN) BAWAH KULIT DAN PAYUDARA (BERAT)",1,D,PEMERINTAH,INAP,3920100,4566900,5213700
L-4-14-I,L,4,14,I,GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (RINGAN),1,D,PEMERINTAH,INAP,2107400,2455100,2802900
L-4-14-II,L,4,14,II,GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,3015500,3513100,4010700
L-4-14-III,L,4,14,III,GANGGUAN PADA KULIT & PAYUDARA LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,4250700,4952100,5653500
M-1-01-I,M,1,1,I,PROSEDUR BILATERAL DAN MULTIPLE PADA SENDI TUNGKAI BAWAH (RINGAN),1,D,PEMERINTAH,INAP,7547300,8792600,10037900
M-1-01-II,M,1,1,II,PROSEDUR BILATERAL DAN MULTIPLE PADA SENDI TUNGKAI BAWAH (SEDANG),1,D,PEMERINTAH,INAP,10088000,11752500,13417000
M-1-01-III,M,1,1,III,PROSEDUR BILATERAL DAN MULTIPLE PADA SENDI TUNGKAI BAWAH (BERAT),1,D,PEMERINTAH,INAP,14523700,16920100,19316500
M-1-02-I,M,1,2,I,AMPUTASI (RINGAN),1,D,PEMERINTAH,INAP,6289900,7327700,8365600
M-1-02-II,M,1,2,II,AMPUTASI (SEDANG),1,D,PEMERINTAH,INAP,10318400,12020900,13723500
M-1-02-III,M,1,2,III,AMPUTASI (BERAT),1,D,PEMERINTAH,INAP,17530700,20423200,23315800
M-1-03-I,M,1,3,I,PROSEDUR FUSI TULANG BELAKANG PADA LENGKUNGAN TULANG BELAKANG (RINGAN),1,D,PEMERINTAH,INAP,15398800,17939600,20480300
M-1-03-II,M,1,3,II,PROSEDUR FUSI TULANG BELAKANG PADA LENGKUNGAN TULANG BELAKANG (SEDANG),1,D,PEMERINTAH,INAP,18011100,20982900,23954700
M-1-03-III,M,1,3,III,PROSEDUR FUSI TULANG BELAKANG PADA LENGKUNGAN TULANG BELAKANG (BERAT),1,D,PEMERINTAH,INAP,22291700,25969800,29647900
M-1-04-I,M,1,4,I,PROSEDUR PADA SENDI TUNGKAI BAWAH (RINGAN),1,D,PEMERINTAH,INAP,8044300,9371600,10698900
M-1-04-II,M,1,4,II,PROSEDUR PADA SENDI TUNGKAI BAWAH (SEDANG),1,D,PEMERINTAH,INAP,10334600,12039900,13745100
M-1-04-III,M,1,4,III,PROSEDUR PADA SENDI TUNGKAI BAWAH (BERAT),1,D,PEMERINTAH,INAP,12365600,14405900,16446200
M-1-05-I,M,1,5,I,PROSEDUR PADA SENDI TUNGKAI ATAS (RINGAN),1,D,PEMERINTAH,INAP,8522400,9928600,11334800
M-1-05-II,M,1,5,II,PROSEDUR PADA SENDI TUNGKAI ATAS (SEDANG),1,D,PEMERINTAH,INAP,10824300,12610200,14396200
M-1-05-III,M,1,5,III,PROSEDUR PADA SENDI TUNGKAI ATAS (BERAT),1,D,PEMERINTAH,INAP,12250700,14272000,16293400
M-1-07-I,M,1,7,I,PROSEDUR FUSI TULANG BELAKANG SELAIN LENGKUNGAN TULANG BELAKANG (RINGAN),1,D,PEMERINTAH,INAP,5661000,6595000,7529100
M-1-07-II,M,1,7,II,PROSEDUR FUSI TULANG BELAKANG SELAIN LENGKUNGAN TULANG BELAKANG (SEDANG),1,D,PEMERINTAH,INAP,7583700,8835000,10086300
M-1-07-III,M,1,7,III,PROSEDUR FUSI TULANG BELAKANG SELAIN LENGKUNGAN TULANG BELAKANG (BERAT),1,D,PEMERINTAH,INAP,15448700,17997800,20546800
M-1-10-I,M,1,10,I,PROSEDUR KRANIAL DAN REKONSTRUKSI TULANG WAJAH (RINGAN),1,D,PEMERINTAH,INAP,11903500,13867500,15831600
M-1-10-II,M,1,10,II,PROSEDUR KRANIAL DAN REKONSTRUKSI TULANG WAJAH (SEDANG),1,D,PEMERINTAH,INAP,21855000,25461100,29067100
M-1-10-III,M,1,10,III,PROSEDUR KRANIAL DAN REKONSTRUKSI TULANG WAJAH (BERAT),1,D,PEMERINTAH,INAP,43670000,50875600,58081100
K-1-40-II,K,1,40,II,PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (SEDANG),1,D,PEMERINTAH,INAP,5858800,6825500,7792200
K-1-40-III,K,1,40,III,PROSEDUR SISTEM PENCERNAAN LAIN-LAIN (BERAT),1,D,PEMERINTAH,INAP,9928600,11566800,13205000
K-1-50-I,K,1,50,I,PROSEDUR ANAL (RINGAN),1,D,PEMERINTAH,INAP,4872500,5676500,6480400
K-1-50-II,K,1,50,II,PROSEDUR ANAL (SEDANG),1,D,PEMERINTAH,INAP,5800200,6757200,7714200
K-1-50-III,K,1,50,III,PROSEDUR ANAL (BERAT),1,D,PEMERINTAH,INAP,7451600,8681100,9910500
K-4-10-I,K,4,10,I,TUMOR PENCERNAAN (RINGAN),1,D,PEMERINTAH,INAP,3352100,3905200,4458300
K-4-10-II,K,4,10,II,TUMOR PENCERNAAN (SEDANG),1,D,PEMERINTAH,INAP,4816400,5611100,6405900
K-4-10-III,K,4,10,III,TUMOR PENCERNAAN (BERAT),1,D,PEMERINTAH,INAP,7342400,8553900,9765400
K-4-11-I,K,4,11,I,GASTRITIS & ULKUS PEPTIKUM (RINGAN),1,D,PEMERINTAH,INAP,2139600,2492600,2845700
K-4-11-II,K,4,11,II,GASTRITIS & ULKUS PEPTIKUM (SEDANG),1,D,PEMERINTAH,INAP,3040400,3542100,4043800
K-4-11-III,K,4,11,III,GASTRITIS & ULKUS PEPTIKUM (BERAT),1,D,PEMERINTAH,INAP,3648500,4250500,4852600
K-4-12-I,K,4,12,I,GANGGUAN ESOFAGUS (RINGAN),1,D,PEMERINTAH,INAP,2720200,3169100,3617900
K-4-12-II,K,4,12,II,GANGGUAN ESOFAGUS (SEDANG),1,D,PEMERINTAH,INAP,3250800,3787200,4323600
K-4-12-III,K,4,12,III,GANGGUAN ESOFAGUS (BERAT),1,D,PEMERINTAH,INAP,4486300,5226500,5966700
K-4-13-I,K,4,13,I,"DIVERTIKULITIS, DIVERTIKULOSIS DAN PENYAKIT PERADANGAN USUS BESAR (RINGAN)",1,D,PEMERINTAH,INAP,2940900,3426200,3911400
